0.0,1689267359738,0.296195652173913
1.0,1689267586412,0.30264945652173914
2.0,1689267813939,0.34952445652173914
3.0,1689268042835,0.3539402173913043
4.0,1689268268796,0.34782608695652173
5.0,1689268491924,0.4048913043478261
6.0,1689268716068,0.4164402173913043
7.0,1689268937941,0.41677989130434784
8.0,1689269159974,0.41066576086956524
9.0,1689269382747,0.41610054347826086
10.0,1689269606227,0.41610054347826086
11.0,1689269828479,0.4310461956521739
12.0,1689270049228,0.44870923913043476
13.0,1689270270506,0.4436141304347826
14.0,1689270492352,0.4476902173913043
15.0,1689270711791,0.46671195652173914
16.0,1689270932173,0.44938858695652173
17.0,1689271151481,0.45720108695652173
18.0,1689271372823,0.4375
19.0,1689271596213,0.46535326086956524
20.0,1689271819580,0.4578804347826087
21.0,1689272045120,0.46127717391304346
22.0,1689272267663,0.45754076086956524
23.0,1689272494270,0.47758152173913043
24.0,1689272716531,0.5050951086956522
25.0,1689272941163,0.4904891304347826
26.0,1689273168877,0.48641304347826086
27.0,1689273392838,0.49898097826086957
28.0,1689273616109,0.5037364130434783
29.0,1689273840246,0.492866847826087
30.0,1689274061366,0.49592391304347827
31.0,1689274287015,0.5234375
32.0,1689274507303,0.5176630434782609
33.0,1689274731382,0.5244565217391305
34.0,1689274951597,0.5292119565217391
35.0,1689275172508,0.53125
36.0,1689275392669,0.5251358695652174
37.0,1689275614417,0.5234375
38.0,1689275840006,0.5244565217391305
39.0,1689276060011,0.5217391304347826
40.0,1689276280086,0.5461956521739131
41.0,1689276501287,0.5465353260869565
42.0,1689276722381,0.548233695652174
43.0,1689276943143,0.5366847826086957
44.0,1689277162915,0.556046195652174
45.0,1689277382636,0.5570652173913043
46.0,1689277607250,0.5669157608695652
47.0,1689277826631,0.5604619565217391
48.0,1689278045522,0.5733695652173914
49.0,1689278268818,0.5696331521739131
50.0,1689278489524,0.5713315217391305
51.0,1689278708685,0.571671195652174
52.0,1689278930572,0.5699728260869565
53.0,1689279149475,0.5879755434782609
54.0,1689279367465,0.5764266304347826
55.0,1689279585642,0.5886548913043478
56.0,1689279804285,0.5808423913043478
57.0,1689280022956,0.5886548913043478
58.0,1689280241619,0.5954483695652174
59.0,1689280459812,0.5927309782608695
60.0,1689280678115,0.6008831521739131
61.0,1689280896448,0.5988451086956522
62.0,1689281115690,0.6015625
63.0,1689281333081,0.6120923913043478
64.0,1689281552842,0.6015625
65.0,1689281772740,0.5971467391304348
66.0,1689281993811,0.5940896739130435
