0.0,1689267359737,0.06656043263881103
1.0,1689267586411,0.06484630452873914
2.0,1689267813937,0.06142117682358493
3.0,1689268042834,0.05942060045250084
4.0,1689268268795,0.0596380804705879
5.0,1689268491923,0.05490258740990058
6.0,1689268716067,0.05427457193803528
7.0,1689268937940,0.05382197674201882
8.0,1689269159972,0.05331321886700133
9.0,1689269382746,0.05353568919488917
10.0,1689269606226,0.05330895268074844
11.0,1689269828479,0.05151277683351351
12.0,1689270049225,0.050402772572377456
13.0,1689270270505,0.05099912979842528
14.0,1689270492351,0.049974608154076595
15.0,1689270711789,0.04867510817459096
16.0,1689270932172,0.04934226284208505
17.0,1689271151480,0.04806365299484004
18.0,1689271372822,0.051033315734694835
19.0,1689271596212,0.047798333608585854
20.0,1689271819580,0.04775370240373456
21.0,1689272045119,0.04679298546651135
22.0,1689272267662,0.048479834247542465
23.0,1689272494268,0.04574768386943185
24.0,1689272716530,0.044003884793947574
25.0,1689272941162,0.045493526465219
26.0,1689273168875,0.04553942714372407
27.0,1689273392837,0.045341758381413376
28.0,1689273616108,0.0438144703436157
29.0,1689273840245,0.044013802852967514
30.0,1689274061364,0.04394986755822016
31.0,1689274287014,0.04184145909612593
32.0,1689274507302,0.041965792724943676
33.0,1689274731381,0.04126269135462201
34.0,1689274951596,0.04088993423172961
35.0,1689275172507,0.0408162950416622
36.0,1689275392669,0.041448523776362774
37.0,1689275614415,0.04071349808541329
38.0,1689275840005,0.0410452504115908
39.0,1689276060010,0.04066338390111923
40.0,1689276280085,0.03883965078579343
41.0,1689276501286,0.039524505076848945
42.0,1689276722380,0.03862446955526653
43.0,1689276943143,0.03869221104389947
44.0,1689277162914,0.03784793275205985
45.0,1689277382635,0.03729200573719066
46.0,1689277607249,0.03713946732813898
47.0,1689277826630,0.0364485009289954
48.0,1689278045521,0.03685285819127508
49.0,1689278268817,0.03566997133843277
50.0,1689278489523,0.035684441823674286
51.0,1689278708684,0.0365526402855049
52.0,1689278930571,0.036126974808133164
53.0,1689279149474,0.03453026408248622
54.0,1689279367464,0.035049440460684506
55.0,1689279585641,0.03482911747920772
56.0,1689279804285,0.03486096174658641
57.0,1689280022954,0.03431283249317304
58.0,1689280241618,0.0344228423807932
59.0,1689280459811,0.03411971648102221
60.0,1689280678114,0.03387918699856685
61.0,1689280896447,0.03353040240219106
62.0,1689281115689,0.03339658086390599
63.0,1689281333080,0.03247721011385969
64.0,1689281552841,0.03330590912019429
65.0,1689281772739,0.03374285647726577
66.0,1689281993810,0.0334411193009304
